dataset,filename,emotion,length,path
tess,03_tess_angry_387.wav,angry,1.759092970521542,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/03_tess_angry_387.wav
iemocap,04_iemocap_neutral_816.wav,neutral,2.5299773242630383,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_816.wav
iemocap,04_iemocap_angry_777.wav,angry,5.529977324263038,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/04_iemocap_angry_777.wav
iemocap,04_iemocap_angry_148.wav,angry,4.779954648526077,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/04_iemocap_angry_148.wav
tess,03_tess_surprised_178.wav,surprised,2.068888888888889,/home/amr/Desktop/KayMo/datasets/kaymodb/surprised/03_tess_surprised_178.wav
tess,03_tess_disgust_312.wav,disgust,2.6094331065759637,/home/amr/Desktop/KayMo/datasets/kaymodb/disgust/03_tess_disgust_312.wav
iemocap,04_iemocap_happy_397.wav,happy,7.601269841269842,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/04_iemocap_happy_397.wav
ravdees,01-2-speech_ravdees_disgust_90.wav,disgust,4.104126984126984,/home/amr/Desktop/KayMo/datasets/kaymodb/disgust/01-2-speech_ravdees_disgust_90.wav
ravdees,01-2-speech_ravdees_fearful_168.wav,fearful,3.47015873015873,/home/amr/Desktop/KayMo/datasets/kaymodb/fearful/01-2-speech_ravdees_fearful_168.wav
tess,03_tess_surprised_283.wav,surprised,1.9761904761904763,/home/amr/Desktop/KayMo/datasets/kaymodb/surprised/03_tess_surprised_283.wav
iemocap,04_iemocap_sad_34.wav,sad,5.62,/home/amr/Desktop/KayMo/datasets/kaymodb/sad/04_iemocap_sad_34.wav
ravdees,01-2-speech_ravdees_fearful_186.wav,fearful,3.670340136054422,/home/amr/Desktop/KayMo/datasets/kaymodb/fearful/01-2-speech_ravdees_fearful_186.wav
savee,02_savee_fearful_12.wav,fearful,3.8784126984126983,/home/amr/Desktop/KayMo/datasets/kaymodb/fearful/02_savee_fearful_12.wav
iemocap,04_iemocap_happy_1041.wav,happy,8.119954648526077,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/04_iemocap_happy_1041.wav
iemocap,04_iemocap_happy_1193.wav,happy,9.10108843537415,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/04_iemocap_happy_1193.wav
iemocap,04_iemocap_sad_603.wav,sad,8.223854875283447,/home/amr/Desktop/KayMo/datasets/kaymodb/sad/04_iemocap_sad_603.wav
iemocap,04_iemocap_neutral_804.wav,neutral,10.55501133786848,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_804.wav
tess,03_tess_angry_139.wav,angry,1.8886621315192744,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/03_tess_angry_139.wav
iemocap,04_iemocap_happy_459.wav,happy,4.569977324263038,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/04_iemocap_happy_459.wav
savee,02_savee_disgust_30.wav,disgust,4.444444444444445,/home/amr/Desktop/KayMo/datasets/kaymodb/disgust/02_savee_disgust_30.wav
tess,03_tess_disgust_116.wav,disgust,2.4956009070294787,/home/amr/Desktop/KayMo/datasets/kaymodb/disgust/03_tess_disgust_116.wav
iemocap,04_iemocap_sad_163.wav,sad,1.7500226757369615,/home/amr/Desktop/KayMo/datasets/kaymodb/sad/04_iemocap_sad_163.wav
ravdees,01-2-speech_ravdees_sad_107.wav,sad,4.270975056689342,/home/amr/Desktop/KayMo/datasets/kaymodb/sad/01-2-speech_ravdees_sad_107.wav
iemocap,04_iemocap_neutral_882.wav,neutral,1.2899773242630386,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_882.wav
ravdees,01-2-speech_ravdees_calm_81.wav,calm,3.336689342403628,/home/amr/Desktop/KayMo/datasets/kaymodb/calm/01-2-speech_ravdees_calm_81.wav
tess,03_tess_angry_326.wav,angry,1.4602721088435373,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/03_tess_angry_326.wav
ravdees,01-2-speech_ravdees_disgust_16.wav,disgust,3.6370068027210882,/home/amr/Desktop/KayMo/datasets/kaymodb/disgust/01-2-speech_ravdees_disgust_16.wav
iemocap,04_iemocap_neutral_111.wav,neutral,1.3199546485260771,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_111.wav
iemocap,04_iemocap_happy_1386.wav,happy,9.013696145124717,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/04_iemocap_happy_1386.wav
iemocap,04_iemocap_neutral_1352.wav,neutral,5.529977324263038,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_1352.wav
iemocap,04_iemocap_happy_402.wav,happy,2.3077551020408165,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/04_iemocap_happy_402.wav
iemocap,04_iemocap_happy_893.wav,happy,2.052471655328798,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/04_iemocap_happy_893.wav
tess,03_tess_sad_140.wav,sad,2.696190476190476,/home/amr/Desktop/KayMo/datasets/kaymodb/sad/03_tess_sad_140.wav
ravdees,01-2-speech_ravdees_surprised_11.wav,surprised,3.5369160997732427,/home/amr/Desktop/KayMo/datasets/kaymodb/surprised/01-2-speech_ravdees_surprised_11.wav
iemocap,04_iemocap_happy_1433.wav,happy,10.323401360544217,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/04_iemocap_happy_1433.wav
iemocap,04_iemocap_sad_757.wav,sad,16.674467120181404,/home/amr/Desktop/KayMo/datasets/kaymodb/sad/04_iemocap_sad_757.wav
iemocap,04_iemocap_angry_487.wav,angry,1.8399546485260772,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/04_iemocap_angry_487.wav
tess,03_tess_sad_271.wav,sad,2.214875283446712,/home/amr/Desktop/KayMo/datasets/kaymodb/sad/03_tess_sad_271.wav
tess,03_tess_disgust_200.wav,disgust,2.5706575963718823,/home/amr/Desktop/KayMo/datasets/kaymodb/disgust/03_tess_disgust_200.wav
iemocap,04_iemocap_sad_353.wav,sad,4.834784580498866,/home/amr/Desktop/KayMo/datasets/kaymodb/sad/04_iemocap_sad_353.wav
iemocap,04_iemocap_happy_1585.wav,happy,5.112199546485261,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/04_iemocap_happy_1585.wav
iemocap,04_iemocap_neutral_878.wav,neutral,3.9872562358276644,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_878.wav
emodb,0_emodb_happy_26.wav,happy,3.930975056689342,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/0_emodb_happy_26.wav
iemocap,04_iemocap_sad_557.wav,sad,4.2680725623582765,/home/amr/Desktop/KayMo/datasets/kaymodb/sad/04_iemocap_sad_557.wav
iemocap,04_iemocap_neutral_1601.wav,neutral,1.7407709750566893,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_1601.wav
iemocap,04_iemocap_neutral_479.wav,neutral,2.8,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_479.wav
iemocap,04_iemocap_neutral_153.wav,neutral,5.2,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_153.wav
iemocap,04_iemocap_neutral_1055.wav,neutral,3.2924716553287983,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_1055.wav
ravdees,01-1-songs_ravdees_happy_156.wav,happy,4.3710657596371885,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/01-1-songs_ravdees_happy_156.wav
ravdees,01-1-songs_ravdees_happy_130.wav,happy,4.3710657596371885,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/01-1-songs_ravdees_happy_130.wav
iemocap,04_iemocap_neutral_752.wav,neutral,3.34,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_752.wav
iemocap,04_iemocap_angry_822.wav,angry,10.759954648526078,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/04_iemocap_angry_822.wav
ravdees,01-1-songs_ravdees_sad_170.wav,sad,4.63795918367347,/home/amr/Desktop/KayMo/datasets/kaymodb/sad/01-1-songs_ravdees_sad_170.wav
iemocap,04_iemocap_happy_542.wav,happy,4.2,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/04_iemocap_happy_542.wav
iemocap,04_iemocap_happy_41.wav,happy,2.9300226757369616,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/04_iemocap_happy_41.wav
iemocap,04_iemocap_happy_35.wav,happy,1.5299773242630386,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/04_iemocap_happy_35.wav
iemocap,04_iemocap_neutral_749.wav,neutral,2.7599546485260773,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_749.wav
ravdees,01-2-speech_ravdees_surprised_185.wav,surprised,3.5369160997732427,/home/amr/Desktop/KayMo/datasets/kaymodb/surprised/01-2-speech_ravdees_surprised_185.wav
iemocap,04_iemocap_neutral_549.wav,neutral,2.34,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_549.wav
iemocap,04_iemocap_neutral_1224.wav,neutral,1.8404081632653062,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_1224.wav
tess,03_tess_angry_10.wav,angry,1.519954648526077,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/03_tess_angry_10.wav
iemocap,04_iemocap_angry_332.wav,angry,2.581451247165533,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/04_iemocap_angry_332.wav
tess,03_tess_angry_152.wav,angry,1.4448072562358276,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/03_tess_angry_152.wav
tess,03_tess_fearful_219.wav,fearful,1.665578231292517,/home/amr/Desktop/KayMo/datasets/kaymodb/fearful/03_tess_fearful_219.wav
iemocap,04_iemocap_neutral_1053.wav,neutral,1.4099773242630385,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_1053.wav
savee,02_savee_angry_32.wav,angry,2.410884353741497,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/02_savee_angry_32.wav
iemocap,04_iemocap_happy_1069.wav,happy,1.6299773242630387,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/04_iemocap_happy_1069.wav
ravdees,01-1-songs_ravdees_fearful_79.wav,fearful,4.904897959183674,/home/amr/Desktop/KayMo/datasets/kaymodb/fearful/01-1-songs_ravdees_fearful_79.wav
ravdees,01-2-speech_ravdees_disgust_78.wav,disgust,3.6369614512471657,/home/amr/Desktop/KayMo/datasets/kaymodb/disgust/01-2-speech_ravdees_disgust_78.wav
iemocap,04_iemocap_neutral_781.wav,neutral,1.5799546485260771,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_781.wav
iemocap,04_iemocap_neutral_1666.wav,neutral,3.5099773242630388,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_1666.wav
tess,03_tess_disgust_199.wav,disgust,2.6931972789115646,/home/amr/Desktop/KayMo/datasets/kaymodb/disgust/03_tess_disgust_199.wav
ravdees,01-2-speech_ravdees_calm_2.wav,calm,4.304308390022676,/home/amr/Desktop/KayMo/datasets/kaymodb/calm/01-2-speech_ravdees_calm_2.wav
iemocap,04_iemocap_neutral_1022.wav,neutral,3.130294784580499,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_1022.wav
iemocap,04_iemocap_neutral_897.wav,neutral,4.883083900226757,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_897.wav
iemocap,04_iemocap_angry_768.wav,angry,4.349977324263039,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/04_iemocap_angry_768.wav
ravdees,01-2-speech_ravdees_fearful_139.wav,fearful,3.47015873015873,/home/amr/Desktop/KayMo/datasets/kaymodb/fearful/01-2-speech_ravdees_fearful_139.wav
iemocap,04_iemocap_angry_975.wav,angry,8.402539682539683,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/04_iemocap_angry_975.wav
iemocap,04_iemocap_sad_556.wav,sad,11.062403628117913,/home/amr/Desktop/KayMo/datasets/kaymodb/sad/04_iemocap_sad_556.wav
iemocap,04_iemocap_neutral_4.wav,neutral,1.3700226757369613,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_4.wav
iemocap,04_iemocap_happy_200.wav,happy,1.219954648526077,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/04_iemocap_happy_200.wav
tess,03_tess_disgust_101.wav,disgust,2.4605442176870747,/home/amr/Desktop/KayMo/datasets/kaymodb/disgust/03_tess_disgust_101.wav
tess,03_tess_surprised_263.wav,surprised,1.9416326530612245,/home/amr/Desktop/KayMo/datasets/kaymodb/surprised/03_tess_surprised_263.wav
savee,02_savee_happy_55.wav,happy,2.560453514739229,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/02_savee_happy_55.wav
tess,03_tess_angry_365.wav,angry,1.6347392290249434,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/03_tess_angry_365.wav
savee,02_savee_neutral_37.wav,neutral,3.962312925170068,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/02_savee_neutral_37.wav
ravdees,01-1-songs_ravdees_angry_14.wav,angry,4.50453514739229,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/01-1-songs_ravdees_angry_14.wav
iemocap,04_iemocap_sad_610.wav,sad,5.943945578231292,/home/amr/Desktop/KayMo/datasets/kaymodb/sad/04_iemocap_sad_610.wav
tess,03_tess_angry_233.wav,angry,2.018730158730159,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/03_tess_angry_233.wav
iemocap,04_iemocap_sad_174.wav,sad,7.949977324263038,/home/amr/Desktop/KayMo/datasets/kaymodb/sad/04_iemocap_sad_174.wav
iemocap,04_iemocap_happy_373.wav,happy,2.579954648526077,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/04_iemocap_happy_373.wav
iemocap,04_iemocap_neutral_327.wav,neutral,1.8399546485260772,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_327.wav
ravdees,01-1-songs_ravdees_happy_36.wav,happy,4.537913832199546,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/01-1-songs_ravdees_happy_36.wav
tess,03_tess_sad_48.wav,sad,2.2662131519274378,/home/amr/Desktop/KayMo/datasets/kaymodb/sad/03_tess_sad_48.wav
tess,03_tess_neutral_295.wav,neutral,2.0258049886621317,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/03_tess_neutral_295.wav
tess,03_tess_angry_262.wav,angry,1.5181859410430838,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/03_tess_angry_262.wav
iemocap,04_iemocap_happy_745.wav,happy,3.419954648526077,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/04_iemocap_happy_745.wav
iemocap,04_iemocap_neutral_840.wav,neutral,3.3212698412698414,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_840.wav
tess,03_tess_happy_377.wav,happy,2.1396825396825396,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/03_tess_happy_377.wav
ravdees,01-1-songs_ravdees_fearful_133.wav,fearful,4.1374603174603175,/home/amr/Desktop/KayMo/datasets/kaymodb/fearful/01-1-songs_ravdees_fearful_133.wav
tess,03_tess_disgust_39.wav,disgust,2.448843537414966,/home/amr/Desktop/KayMo/datasets/kaymodb/disgust/03_tess_disgust_39.wav
iemocap,04_iemocap_happy_715.wav,happy,2.8500226757369616,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/04_iemocap_happy_715.wav
emodb,0_emodb_fearful_16.wav,fearful,1.542312925170068,/home/amr/Desktop/KayMo/datasets/kaymodb/fearful/0_emodb_fearful_16.wav
emodb,0_emodb_bored_52.wav,bored,2.028979591836735,/home/amr/Desktop/KayMo/datasets/kaymodb/bored/0_emodb_bored_52.wav
ravdees,01-1-songs_ravdees_neutral_86.wav,neutral,4.170839002267574,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/01-1-songs_ravdees_neutral_86.wav
iemocap,04_iemocap_angry_392.wav,angry,1.7886621315192743,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/04_iemocap_angry_392.wav
tess,03_tess_neutral_384.wav,neutral,1.9549659863945579,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/03_tess_neutral_384.wav
iemocap,04_iemocap_angry_701.wav,angry,6.523718820861678,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/04_iemocap_angry_701.wav
iemocap,04_iemocap_sad_307.wav,sad,4.119954648526077,/home/amr/Desktop/KayMo/datasets/kaymodb/sad/04_iemocap_sad_307.wav
ravdees,01-2-speech_ravdees_angry_33.wav,angry,4.237596371882086,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/01-2-speech_ravdees_angry_33.wav
tess,03_tess_happy_292.wav,happy,2.0848526077097507,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/03_tess_happy_292.wav
ravdees,01-2-speech_ravdees_angry_19.wav,angry,3.7704761904761903,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/01-2-speech_ravdees_angry_19.wav
ravdees,01-2-speech_ravdees_happy_58.wav,happy,3.703718820861678,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/01-2-speech_ravdees_happy_58.wav
iemocap,04_iemocap_neutral_876.wav,neutral,1.439954648526077,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_876.wav
tess,03_tess_sad_270.wav,sad,2.6396371882086167,/home/amr/Desktop/KayMo/datasets/kaymodb/sad/03_tess_sad_270.wav
tess,03_tess_happy_62.wav,happy,2.0029931972789115,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/03_tess_happy_62.wav
emodb,0_emodb_disgust_12.wav,disgust,2.554875283446712,/home/amr/Desktop/KayMo/datasets/kaymodb/disgust/0_emodb_disgust_12.wav
iemocap,04_iemocap_neutral_511.wav,neutral,3.72734693877551,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_511.wav
iemocap,04_iemocap_neutral_33.wav,neutral,2.2899773242630386,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_33.wav
savee,02_savee_happy_12.wav,happy,3.605895691609977,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/02_savee_happy_12.wav
iemocap,04_iemocap_happy_185.wav,happy,14.810022675736962,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/04_iemocap_happy_185.wav
ravdees,01-1-songs_ravdees_angry_130.wav,angry,4.537913832199546,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/01-1-songs_ravdees_angry_130.wav
ravdees,01-2-speech_ravdees_fearful_15.wav,fearful,3.7704761904761903,/home/amr/Desktop/KayMo/datasets/kaymodb/fearful/01-2-speech_ravdees_fearful_15.wav
ravdees,01-2-speech_ravdees_surprised_142.wav,surprised,3.436780045351474,/home/amr/Desktop/KayMo/datasets/kaymodb/surprised/01-2-speech_ravdees_surprised_142.wav
iemocap,04_iemocap_neutral_276.wav,neutral,1.1899773242630385,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_276.wav
ravdees,01-2-speech_ravdees_calm_45.wav,calm,4.004036281179138,/home/amr/Desktop/KayMo/datasets/kaymodb/calm/01-2-speech_ravdees_calm_45.wav
iemocap,04_iemocap_neutral_903.wav,neutral,2.86,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_903.wav
ravdees,01-2-speech_ravdees_sad_163.wav,sad,3.3700680272108845,/home/amr/Desktop/KayMo/datasets/kaymodb/sad/01-2-speech_ravdees_sad_163.wav
emodb,0_emodb_bored_32.wav,bored,2.085895691609977,/home/amr/Desktop/KayMo/datasets/kaymodb/bored/0_emodb_bored_32.wav
ravdees,01-2-speech_ravdees_happy_174.wav,happy,3.670340136054422,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/01-2-speech_ravdees_happy_174.wav
iemocap,04_iemocap_angry_1018.wav,angry,5.43891156462585,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/04_iemocap_angry_1018.wav
savee,02_savee_disgust_52.wav,disgust,2.5050340136054423,/home/amr/Desktop/KayMo/datasets/kaymodb/disgust/02_savee_disgust_52.wav
iemocap,04_iemocap_neutral_15.wav,neutral,2.34,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_15.wav
ravdees,01-1-songs_ravdees_fearful_181.wav,fearful,4.50453514739229,/home/amr/Desktop/KayMo/datasets/kaymodb/fearful/01-1-songs_ravdees_fearful_181.wav
iemocap,04_iemocap_neutral_809.wav,neutral,4.639954648526077,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_809.wav
ravdees,01-1-songs_ravdees_fearful_58.wav,fearful,4.304353741496598,/home/amr/Desktop/KayMo/datasets/kaymodb/fearful/01-1-songs_ravdees_fearful_58.wav
iemocap,04_iemocap_happy_806.wav,happy,7.18,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/04_iemocap_happy_806.wav
tess,03_tess_happy_160.wav,happy,1.8127437641723356,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/03_tess_happy_160.wav
iemocap,04_iemocap_neutral_1012.wav,neutral,6.13501133786848,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_1012.wav
ravdees,01-1-songs_ravdees_angry_117.wav,angry,4.404399092970522,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/01-1-songs_ravdees_angry_117.wav
tess,03_tess_fearful_390.wav,fearful,1.8156916099773244,/home/amr/Desktop/KayMo/datasets/kaymodb/fearful/03_tess_fearful_390.wav
tess,03_tess_fearful_362.wav,fearful,1.7736507936507937,/home/amr/Desktop/KayMo/datasets/kaymodb/fearful/03_tess_fearful_362.wav
tess,03_tess_happy_286.wav,happy,1.9351473922902493,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/03_tess_happy_286.wav
tess,03_tess_angry_181.wav,angry,2.172517006802721,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/03_tess_angry_181.wav
ravdees,01-2-speech_ravdees_surprised_33.wav,surprised,3.5035374149659866,/home/amr/Desktop/KayMo/datasets/kaymodb/surprised/01-2-speech_ravdees_surprised_33.wav
savee,02_savee_angry_3.wav,angry,2.9979138321995467,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/02_savee_angry_3.wav
ravdees,01-2-speech_ravdees_angry_65.wav,angry,4.20421768707483,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/01-2-speech_ravdees_angry_65.wav
emodb,0_emodb_neutral_29.wav,neutral,3.185895691609977,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/0_emodb_neutral_29.wav
iemocap,04_iemocap_angry_86.wav,angry,10.62,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/04_iemocap_angry_86.wav
iemocap,04_iemocap_happy_1011.wav,happy,1.34,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/04_iemocap_happy_1011.wav
iemocap,04_iemocap_happy_1135.wav,happy,6.052380952380952,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/04_iemocap_happy_1135.wav
ravdees,01-1-songs_ravdees_neutral_56.wav,neutral,4.671337868480726,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/01-1-songs_ravdees_neutral_56.wav
iemocap,04_iemocap_sad_707.wav,sad,7.282267573696145,/home/amr/Desktop/KayMo/datasets/kaymodb/sad/04_iemocap_sad_707.wav
ravdees,01-2-speech_ravdees_calm_115.wav,calm,3.8705215419501133,/home/amr/Desktop/KayMo/datasets/kaymodb/calm/01-2-speech_ravdees_calm_115.wav
iemocap,04_iemocap_happy_493.wav,happy,3.9499773242630387,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/04_iemocap_happy_493.wav
iemocap,04_iemocap_sad_884.wav,sad,3.8453514739229027,/home/amr/Desktop/KayMo/datasets/kaymodb/sad/04_iemocap_sad_884.wav
iemocap,04_iemocap_angry_698.wav,angry,9.779954648526077,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/04_iemocap_angry_698.wav
ravdees,01-2-speech_ravdees_disgust_154.wav,disgust,3.5035374149659866,/home/amr/Desktop/KayMo/datasets/kaymodb/disgust/01-2-speech_ravdees_disgust_154.wav
iemocap,04_iemocap_happy_946.wav,happy,1.4026303854875284,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/04_iemocap_happy_946.wav
tess,03_tess_surprised_269.wav,surprised,1.9449433106575964,/home/amr/Desktop/KayMo/datasets/kaymodb/surprised/03_tess_surprised_269.wav
tess,03_tess_surprised_6.wav,surprised,1.889705215419501,/home/amr/Desktop/KayMo/datasets/kaymodb/surprised/03_tess_surprised_6.wav
iemocap,04_iemocap_angry_1092.wav,angry,3.86,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/04_iemocap_angry_1092.wav
iemocap,04_iemocap_neutral_1276.wav,neutral,1.2300226757369614,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_1276.wav
iemocap,04_iemocap_sad_719.wav,sad,4.569977324263038,/home/amr/Desktop/KayMo/datasets/kaymodb/sad/04_iemocap_sad_719.wav
iemocap,04_iemocap_angry_833.wav,angry,2.2700226757369615,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/04_iemocap_angry_833.wav
iemocap,04_iemocap_neutral_892.wav,neutral,15.63501133786848,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/04_iemocap_neutral_892.wav
iemocap,04_iemocap_happy_799.wav,happy,11.62,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/04_iemocap_happy_799.wav
iemocap,04_iemocap_sad_902.wav,sad,6.327891156462585,/home/amr/Desktop/KayMo/datasets/kaymodb/sad/04_iemocap_sad_902.wav
ravdees,01-1-songs_ravdees_angry_2.wav,angry,4.537868480725623,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/01-1-songs_ravdees_angry_2.wav
ravdees,01-2-speech_ravdees_calm_95.wav,calm,4.237596371882086,/home/amr/Desktop/KayMo/datasets/kaymodb/calm/01-2-speech_ravdees_calm_95.wav
tess,03_tess_sad_269.wav,sad,2.1206802721088436,/home/amr/Desktop/KayMo/datasets/kaymodb/sad/03_tess_sad_269.wav
tess,03_tess_neutral_9.wav,neutral,2.2285260770975057,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/03_tess_neutral_9.wav
emodb,0_emodb_angry_44.wav,angry,2.2521995464852607,/home/amr/Desktop/KayMo/datasets/kaymodb/angry/0_emodb_angry_44.wav
ravdees,01-1-songs_ravdees_sad_136.wav,sad,4.704716553287982,/home/amr/Desktop/KayMo/datasets/kaymodb/sad/01-1-songs_ravdees_sad_136.wav
iemocap,04_iemocap_happy_820.wav,happy,5.259954648526077,/home/amr/Desktop/KayMo/datasets/kaymodb/happy/04_iemocap_happy_820.wav
ravdees,01-2-speech_ravdees_neutral_31.wav,neutral,3.1698412698412697,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/01-2-speech_ravdees_neutral_31.wav
savee,02_savee_neutral_4.wav,neutral,3.2914285714285714,/home/amr/Desktop/KayMo/datasets/kaymodb/neutral/02_savee_neutral_4.wav
iemocap,04_iemocap_sad_923.wav,sad,1.5899773242630386,/home/amr/Desktop/KayMo/datasets/kaymodb/sad/04_iemocap_sad_923.wav
tess,03_tess_disgust_168.wav,disgust,2.467845804988662,/home/amr/Desktop/KayMo/datasets/kaymodb/disgust/03_tess_disgust_168.wav
tess,03_tess_sad_349.wav,sad,2.2420408163265306,/home/amr/Desktop/KayMo/datasets/kaymodb/sad/03_tess_sad_349.wav
