dataset,filename,emotion,length,path,features
ravdees,01-2-speech_ravdees_surprised_153.wav,surprised,3.3033106575963718,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/surprised/01-2-speech_ravdees_surprised_153.wav,0.5361583828926086 0.002812393242493272 2178.0108608418072 1957.9006725106753 4470.252403846154 0.34270301231971156 -630.2579345703125 51.409080505371094 2.473412036895752 18.551485061645508 -0.28736382722854614 -4.035197734832764 -4.042171478271484 -1.4614747762680054 -4.26223087310791 -4.6773295402526855 -2.7224555015563965 -2.6975138187408447 -3.0501456260681152 -1.5644632577896118 -1.9002604484558105 -0.3448824882507324 -5.129077434539795 2.116600513458252 -5.252995014190674 -2.779188632965088
savee,02_savee_angry_25.wav,angry,4.276734693877551,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/angry/02_savee_angry_25.wav,0.3473537266254425 0.30537474155426025 1424.9671764228033 1384.4342645150991 2591.651119402985 0.08751894822761194 -157.5876922607422 88.62702178955078 3.876861572265625 26.818111419677734 -22.130218505859375 -12.100729942321777 -18.708385467529297 -8.883027076721191 -14.654463768005371 -2.9014103412628174 -11.242342948913574 -1.2121180295944214 -4.226125240325928 -2.1077771186828613 -5.77407693862915 0.24461358785629272 -5.266038417816162 -4.638897895812988 -5.50933837890625 -1.034645676612854
ravdees,01-2-speech_ravdees_angry_103.wav,angry,4.270975056689342,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/angry/01-2-speech_ravdees_angry_103.wav,0.4666852355003357 0.006074937060475349 2388.083985660579 1873.036868648994 4544.309701492537 0.2545329990671642 -573.8200073242188 46.7999153137207 -3.6059911251068115 9.834148406982422 -8.763200759887695 2.7394073009490967 -5.497157573699951 -7.935067653656006 -3.4391119480133057 -2.8507919311523438 -3.270899534225464 -3.168821334838867 -1.820794701576233 -0.5461750030517578 -9.757205963134766 -0.9711237549781799 -5.358463764190674 -3.002688407897949 -3.8917436599731445 -2.556396961212158
ravdees,01-1-songs_ravdees_happy_15.wav,happy,4.237596371882086,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/happy/01-1-songs_ravdees_happy_15.wav,0.3846500515937805 0.012385403737425804 1744.1952461500507 1815.3341614439025 3639.5676691729323 0.15210511630639098 -522.7678833007812 54.50442886352539 -0.14689785242080688 8.355831146240234 -5.614110946655273 1.3377742767333984 -7.8649001121521 -4.885748386383057 -11.030699729919434 3.4761953353881836 -5.5474653244018555 -1.6387100219726562 -6.314488887786865 2.9605307579040527 -3.554002285003662 -3.95224928855896 -2.633972644805908 -2.8436241149902344 -6.274750709533691 0.10798920691013336
ravdees,01-2-speech_ravdees_angry_133.wav,angry,4.20421768707483,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/angry/01-2-speech_ravdees_angry_133.wav,0.4637565314769745 0.031940966844558716 2444.00480575124 1869.314755588403 4472.005208333333 0.3096738873106061 -428.4149475097656 17.946956634521484 -23.146085739135742 -0.892941415309906 -16.501365661621094 -12.120034217834473 -15.49447250366211 -18.94244384765625 -7.3374738693237305 -3.485814332962036 -13.686727523803711 -1.6062161922454834 -10.677702903747559 -3.124222755432129 -15.210841178894043 -1.993995189666748 -10.543386459350586 -3.084441900253296 -2.7141642570495605 -0.2164665013551712
ravdees,01-1-songs_ravdees_sad_9.wav,sad,4.971655328798186,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/sad/01-1-songs_ravdees_sad_9.wav,0.34416982531547546 0.013664186000823975 1729.9473563574138 1661.379695919642 3381.7608173076924 0.14976149338942307 -515.1192016601562 61.3076286315918 -7.059131145477295 3.0632660388946533 -4.752281188964844 -3.299358606338501 -11.790283203125 -8.783319473266602 -16.25327491760254 2.830974578857422 -6.888627052307129 -0.388764351606369 -9.700312614440918 -1.77506685256958 -0.42111077904701233 -7.808712482452393 -3.2082738876342773 -3.0654616355895996 -10.458001136779785 -4.351789474487305
ravdees,01-1-songs_ravdees_fearful_9.wav,fearful,3.83718820861678,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/fearful/01-1-songs_ravdees_fearful_9.wav,0.4042629301548004 0.014468520879745483 1996.813363718793 1881.3789252387282 4025.9114583333335 0.18948567708333333 -487.2852783203125 46.28022384643555 -3.7838282585144043 6.9513139724731445 -7.772493839263916 0.37924861907958984 -6.390971660614014 -8.438543319702148 -9.990474700927734 5.8122334480285645 -6.003111839294434 -1.390589952468872 -7.990307807922363 2.220362901687622 -2.1145641803741455 -4.115170955657959 -2.6870498657226562 -2.195107936859131 -6.6270623207092285 -2.5198731422424316
ravdees,01-2-speech_ravdees_neutral_22.wav,neutral,3.336689342403628,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/neutral/01-2-speech_ravdees_neutral_22.wav,0.5056237578392029 0.0021520794834941626 1960.8983546212298 1936.4943473059882 4193.824404761905 0.22265625 -712.0203857421875 64.50833129882812 13.598642349243164 24.56223487854004 8.593518257141113 10.774584770202637 -3.991572141647339 -6.941244602203369 -0.6317458152770996 7.472385883331299 -5.555189609527588 9.323159217834473 -2.5895838737487793 3.8831825256347656 5.288266658782959 -0.9069084525108337 2.114720344543457 5.86427640914917 -5.335626602172852 2.3567636013031006
ravdees,01-1-songs_ravdees_sad_159.wav,sad,4.904897959183674,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/sad/01-1-songs_ravdees_sad_159.wav,0.39427584409713745 0.002299661049619317 2035.3200054814665 1623.0777825213406 3646.1546266233768 0.23112507609577923 -701.779296875 60.75596237182617 -0.5805760025978088 11.433521270751953 -8.341277122497559 -22.659351348876953 -12.736661911010742 -14.122326850891113 -18.54479217529297 -5.937647819519043 -16.82076644897461 -6.845292568206787 -9.618762969970703 -9.399102210998535 -8.697197914123535 -6.926022052764893 -6.261191368103027 -5.282215118408203 -10.692376136779785 -3.8864588737487793
ravdees,01-2-speech_ravdees_surprised_102.wav,surprised,3.6369614512471657,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/surprised/01-2-speech_ravdees_surprised_102.wav,0.5312140583992004 0.005886285100132227 2272.4047989575097 1932.7178647605876 4507.469846491228 0.19020696271929824 -579.1217651367188 46.715633392333984 -7.542832374572754 9.161816596984863 -3.707752227783203 -3.059598922729492 -8.465688705444336 -8.398361206054688 -0.3902633488178253 -4.369019508361816 -3.709984064102173 -3.7187211513519287 -1.6574996709823608 -1.029995322227478 -5.06103515625 4.007353782653809 -1.3893014192581177 2.645618200302124 -0.1997482180595398 1.4115997552871704
ravdees,01-2-speech_ravdees_surprised_18.wav,surprised,3.5035374149659866,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/surprised/01-2-speech_ravdees_surprised_18.wav,0.5011163353919983 0.005103183910250664 2535.529879951659 1899.43732205121 4581.605113636364 0.2864435369318182 -616.9981079101562 41.449684143066406 -0.08252313733100891 -1.4042826890945435 -10.856100082397461 0.4826919436454773 -10.209078788757324 -14.124051094055176 -8.147743225097656 -9.274920463562012 -8.279873847961426 -6.997552871704102 -4.583067893981934 -4.516759872436523 -6.810021877288818 -4.511255264282227 -8.225701332092285 -3.291295289993286 -4.037418365478516 -3.9459621906280518
ravdees,01-2-speech_ravdees_disgust_61.wav,disgust,3.703718820861678,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/disgust/01-2-speech_ravdees_disgust_61.wav,0.5309881567955017 0.00654174480587244 1634.3503735766285 1867.2742008871376 3774.919181034483 0.16309435614224138 -594.1903076171875 56.00084686279297 10.112088203430176 19.07111167907715 6.538585662841797 6.316926002502441 2.2153706550598145 -2.264127016067505 1.650236964225769 1.587233066558838 -1.7227879762649536 6.392683982849121 1.3300517797470093 1.8602503538131714 -0.09636939316987991 2.122300148010254 -0.7155062556266785 2.5528407096862793 -1.5904675722122192 1.0256214141845703
savee,02_savee_happy_53.wav,happy,2.767301587301587,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/happy/02_savee_happy_53.wav,0.44715049862861633 0.1557748168706894 974.22715858393 1192.3101921949872 1892.780172413793 0.027517735272988505 -290.977294921875 83.24656677246094 1.3243658542633057 28.10639190673828 13.921785354614258 -18.23025894165039 -18.469205856323242 8.531744956970215 -19.525976181030273 -3.3394172191619873 -4.466525554656982 -2.237502098083496 -0.32834020256996155 6.524151802062988 -5.747143745422363 0.8645728826522827 1.9780139923095703 -4.015729904174805 -4.796884059906006 -3.5587165355682373
ravdees,01-1-songs_ravdees_sad_18.wav,sad,5.305351473922903,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/sad/01-1-songs_ravdees_sad_18.wav,0.24801240861415863 0.005249411799013615 1910.3264096105272 1463.6086182227457 3634.5067771084337 0.21130812311746988 -627.66650390625 12.832402229309082 -19.809999465942383 -6.676334381103516 -33.92253875732422 -5.157649993896484 -23.492204666137695 -21.301279067993164 -1.1129748821258545 -11.836653709411621 -8.370583534240723 -5.064436435699463 -5.126308917999268 -9.148441314697266 -1.342014193534851 10.793418884277344 12.723339080810547 25.11943244934082 18.363821029663086 12.230644226074219
ravdees,01-2-speech_ravdees_calm_130.wav,calm,3.53687074829932,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/calm/01-2-speech_ravdees_calm_130.wav,0.4614798426628113 0.001626178272999823 2557.22351454888 2007.0156705558725 4719.383445945946 0.34384237753378377 -694.3328857421875 39.446266174316406 3.798588991165161 8.091391563415527 1.0122084617614746 -4.092388153076172 -9.664666175842285 -7.169126033782959 -4.297317981719971 -1.8338427543640137 -8.441019058227539 0.44296401739120483 -2.3230464458465576 0.22416342794895172 -7.118611812591553 2.5471715927124023 -6.65097188949585 -1.7825055122375488 -5.717210292816162 -1.1151849031448364
ravdees,01-2-speech_ravdees_happy_13.wav,happy,3.8705215419501133,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/happy/01-2-speech_ravdees_happy_13.wav,0.45813968777656555 0.017325203865766525 2079.300379315262 1849.165746540552 4080.5139462809916 0.16619318181818182 -492.3367919921875 42.883934020996094 -5.354503631591797 2.920009136199951 -6.393417835235596 -0.7272626161575317 -6.2061333656311035 -8.35408878326416 -12.280406951904297 -0.5402615666389465 -5.595173358917236 -0.7077904939651489 -7.87072229385376 2.4986069202423096 -7.642241477966309 -1.0228015184402466 -3.2828409671783447 0.28640079498291016 -3.3438122272491455 -0.7217681407928467
ravdees,01-2-speech_ravdees_disgust_168.wav,disgust,3.436780045351474,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/disgust/01-2-speech_ravdees_disgust_168.wav,0.5486332178115845 0.001691431738436222 2309.6249325649237 1938.029451826878 4512.94849537037 0.26160572193287035 -708.91064453125 65.68235778808594 11.537296295166016 17.27657127380371 4.893068790435791 -2.786954641342163 -8.627364158630371 4.369523048400879 -1.5768786668777466 1.4397447109222412 -0.6321675181388855 4.29484748840332 -2.5211832523345947 6.63847541809082 -3.9671382904052734 -0.6883717775344849 -1.7874021530151367 1.7716734409332275 -6.312429428100586 -2.9622700214385986
ravdees,01-1-songs_ravdees_happy_123.wav,happy,4.671337868480726,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/happy/01-1-songs_ravdees_happy_123.wav,0.33946681022644043 0.035228461027145386 2477.278821595464 1985.6318159990617 4680.811215753424 0.2925373234160959 -429.2061462402344 6.218371868133545 -22.862661361694336 -8.658385276794434 -16.864065170288086 -12.450725555419922 -11.670045852661133 -22.071130752563477 -6.965441703796387 -4.060593605041504 -20.38705062866211 -4.426599979400635 -8.235448837280273 -1.599494457244873 -13.583670616149902 8.604602813720703 5.555796146392822 16.784517288208008 14.979940414428711 12.341461181640625
ravdees,01-1-songs_ravdees_neutral_74.wav,neutral,4.237596371882086,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/neutral/01-1-songs_ravdees_neutral_74.wav,0.40942925214767456 0.005093103740364313 2068.733671118634 1679.5157826368884 3841.6940789473683 0.20850710761278196 -605.1647338867188 61.7674446105957 -11.0662260055542 6.772418022155762 -6.250750541687012 -7.0446295738220215 -15.847525596618652 -15.628729820251465 -3.948206901550293 -11.728958129882812 -15.379673957824707 4.9101481437683105 -9.423548698425293 -8.413455963134766 -0.75164395570755 -2.8288931846618652 -5.911851406097412 -2.6666362285614014 -7.877386569976807 -4.696933746337891
savee,02_savee_neutral_28.wav,neutral,3.640498866213152,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/neutral/02_savee_neutral_28.wav,0.5369096398353577 0.05448417738080025 526.8376029171053 912.79821621314 964.501096491228 0.009452953673245614 -434.537109375 141.6359100341797 27.580989837646484 35.17951965332031 0.6332308650016785 -4.650725364685059 -14.687657356262207 3.2386064529418945 3.595064640045166 -0.6525753736495972 1.561589241027832 0.13409897685050964 2.896307945251465 9.680274963378906 -2.7930800914764404 3.3011128902435303 -0.7057178020477295 -1.970455288887024 -1.1421741247177124 3.0611722469329834
ravdees,01-2-speech_ravdees_disgust_176.wav,disgust,4.304353741496598,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/disgust/01-2-speech_ravdees_disgust_176.wav,0.39188331365585327 0.006649885326623917 2403.4729384763846 1747.211509746761 4294.965277777777 0.24014756944444443 -550.3814697265625 21.42283058166504 -19.17798614501953 2.9083292484283447 -21.942398071289062 -15.778508186340332 -11.573576927185059 -8.84477424621582 -4.313436508178711 -6.056121349334717 -9.997068405151367 -6.680095195770264 -3.4911861419677734 -4.533388137817383 0.29161953926086426 8.06650447845459 8.041921615600586 11.903480529785156 2.0070431232452393 4.0101423263549805
ravdees,01-1-songs_ravdees_fearful_106.wav,fearful,4.638004535147393,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/fearful/01-1-songs_ravdees_fearful_106.wav,0.42067039012908936 0.010922316461801529 2088.7144884351255 1726.8116328197036 3921.3362068965516 0.2765456627155172 -518.9852294921875 54.207820892333984 -10.318473815917969 16.088603973388672 0.7352899312973022 -0.24725854396820068 -10.874383926391602 -10.016916275024414 -7.289477348327637 0.2445819228887558 -8.160320281982422 -0.06961406767368317 -6.552952289581299 0.7940354943275452 -6.30078649520874 -3.837850332260132 -2.94008207321167 -1.0311251878738403 -2.936397075653076 -4.177553653717041
ravdees,01-2-speech_ravdees_sad_166.wav,sad,3.5369160997732427,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/sad/01-2-speech_ravdees_sad_166.wav,0.4938502609729767 0.0016105667455121875 2153.9254675176758 1841.1994312915685 4249.648085585585 0.2772293778153153 -707.5771484375 68.18324279785156 -2.2897844314575195 16.11184310913086 -0.6071570515632629 -2.1228675842285156 -12.607905387878418 -8.51114273071289 -4.001233100891113 -4.4497809410095215 -7.736953258514404 0.8979127407073975 -5.294989109039307 0.6775531768798828 -4.6669697761535645 -4.736495494842529 -0.19558490812778473 -2.4341256618499756 -5.494284629821777 -2.772069215774536
ravdees,01-2-speech_ravdees_surprised_71.wav,surprised,3.6369614512471657,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/surprised/01-2-speech_ravdees_surprised_71.wav,0.4087445139884949 0.009616818279027939 2057.0310568235773 1567.2203501787271 3847.1080043859647 0.27502655564692985 -550.8895263671875 34.829410552978516 -14.04572582244873 -1.0236258506774902 -17.950864791870117 -8.385123252868652 -20.4652042388916 -11.371451377868652 -7.494513034820557 -7.4543986320495605 -12.691075325012207 -3.3546946048736572 -3.7369816303253174 -3.263054132461548 0.6983591318130493 -1.407858967781067 -0.36169132590293884 1.9480230808258057 -0.7500888109207153 1.9334031343460083
ravdees,01-2-speech_ravdees_fearful_19.wav,fearful,3.47015873015873,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/fearful/01-2-speech_ravdees_fearful_19.wav,0.48929738998413086 0.005941851530224085 2498.787947960743 1873.1288375457934 4587.657683486239 0.25667019065366975 -591.5913696289062 38.293766021728516 -7.425020694732666 1.266348123550415 -6.270913600921631 0.13270249962806702 -9.54511833190918 -13.510833740234375 -2.9956986904144287 -2.6246728897094727 -7.708463668823242 0.032991208136081696 -4.785240650177002 0.6006607413291931 -7.959203720092773 -4.333212852478027 -5.212749481201172 -5.09273624420166 -3.92008113861084 -2.8254458904266357
ravdees,01-2-speech_ravdees_calm_143.wav,calm,3.737097505668934,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/calm/01-2-speech_ravdees_calm_143.wav,0.43240886926651 0.0009323008707724512 2286.106883341109 1742.3774013413774 4191.907051282052 0.2911616920405983 -772.0534057617188 40.407752990722656 5.128857135772705 1.1912355422973633 -6.928934574127197 -2.4472434520721436 -13.366841316223145 -3.499312162399292 -5.180421352386475 -0.7052626609802246 -6.793489933013916 -1.5315372943878174 -4.288210868835449 -3.6829745769500732 -4.155510902404785 -2.0702574253082275 -6.829659938812256 -0.4751940667629242 -5.447371959686279 0.809418261051178
ravdees,01-2-speech_ravdees_surprised_113.wav,surprised,3.3033106575963718,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/surprised/01-2-speech_ravdees_surprised_113.wav,0.528521716594696 0.012827077880501747 2252.98300975707 1921.6496028210095 4468.674879807692 0.31641564002403844 -545.5426025390625 44.11082458496094 -11.395689010620117 4.791783809661865 -0.6845117211341858 -4.557242393493652 -9.135473251342773 -9.378778457641602 -8.546692848205566 4.11539888381958 -6.463876724243164 -1.8783984184265137 -6.671491622924805 -3.5032260417938232 -4.0359086990356445 -6.252987384796143 -5.858159065246582 -0.5525990128517151 -5.366147518157959 3.4341959953308105
emodb,0_emodb_angry_108.wav,angry,2.4259410430839004,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/angry/0_emodb_angry_108.wav,0.3638661801815033 0.07743547111749649 2075.152311637054 1495.2201835905282 3585.2179276315787 0.16489129317434212 -227.11924743652344 59.08781814575195 -40.939430236816406 7.673806667327881 -15.2245454788208 -12.350683212280273 -5.291932582855225 -10.117378234863281 -16.683269500732422 -3.5782876014709473 -13.269142150878906 -4.775252819061279 -10.474967956542969 -0.6492908596992493 -6.551720142364502 -5.591030120849609 -5.002572536468506 0.31280097365379333 -3.400097131729126 1.402513027191162
emodb,0_emodb_neutral_51.wav,neutral,2.2177324263038547,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/neutral/0_emodb_neutral_51.wav,0.35016995668411255 0.11095865070819855 1488.030014204379 1491.646029155617 2895.2008928571427 0.10334821428571428 -207.9837188720703 101.9118423461914 8.775810241699219 35.517024993896484 1.414228081703186 -3.2980446815490723 -27.019630432128906 -5.611293315887451 -12.22779369354248 -1.934030532836914 -7.686332702636719 -3.6628806591033936 -9.689870834350586 5.587747573852539 -7.972145080566406 -3.648289442062378 -2.1678595542907715 -1.9444564580917358 -3.3330917358398438 3.9509713649749756
ravdees,01-2-speech_ravdees_sad_157.wav,sad,3.937278911564626,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/sad/01-2-speech_ravdees_sad_157.wav,0.453401654958725 0.0010691091883927584 1969.6806532491034 1818.8692932858844 4014.8689516129034 0.2420378654233871 -691.9412841796875 79.61568450927734 4.102850437164307 29.945573806762695 10.516460418701172 -1.3862680196762085 -14.156686782836914 -7.201085567474365 -7.573178768157959 2.7027621269226074 -12.397233963012695 4.3832244873046875 -3.2242372035980225 -0.933580756187439 -0.8356860876083374 0.1327749639749527 -5.154717445373535 1.0902944803237915 -5.0369391441345215 0.7398627400398254
ravdees,01-2-speech_ravdees_disgust_139.wav,disgust,3.737097505668934,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/disgust/01-2-speech_ravdees_disgust_139.wav,0.39780181646347046 0.0041475798934698105 2404.1182379773727 1695.7902514718155 4427.1501068376065 0.30836421607905984 -595.00830078125 27.805706024169922 -8.396020889282227 1.3284807205200195 -17.505373001098633 -4.9705939292907715 -27.64105224609375 -4.558736801147461 -10.304442405700684 1.2591549158096313 -7.217596054077148 -2.2139089107513428 -1.585324764251709 -3.6980068683624268 -9.057472229003906 -2.3296964168548584 -7.251411437988281 -3.2438552379608154 -3.9058239459991455 -1.2048519849777222
ravdees,01-1-songs_ravdees_happy_73.wav,happy,4.404399092970522,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/happy/01-1-songs_ravdees_happy_73.wav,0.3976711630821228 0.018282171338796616 2504.7343031682353 1794.3037334780697 4602.52490942029 0.2921797158061594 -491.8528747558594 11.238778114318848 -34.620758056640625 9.010014533996582 -26.532325744628906 -6.282214641571045 -17.414142608642578 -14.303583145141602 -5.822617053985596 -11.71943473815918 -7.132992267608643 -7.37892484664917 0.1928129345178604 -5.285871982574463 -4.976826190948486 3.161287784576416 -0.6591997146606445 17.25677490234375 15.891438484191895 13.527530670166016
ravdees,01-2-speech_ravdees_angry_10.wav,angry,3.47015873015873,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/angry/01-2-speech_ravdees_angry_10.wav,0.4955436885356903 0.01195694413036108 1893.1629666133379 1980.000910588514 4225.129013761468 0.19025050172018348 -524.2496948242188 42.03929901123047 3.0997650623321533 4.948269844055176 -3.5409531593322754 3.3349783420562744 -4.499743461608887 -4.5303497314453125 -8.721870422363281 3.0461175441741943 -4.7885870933532715 -0.07834003120660782 -2.668459892272949 -0.2362033575773239 -5.103604793548584 -2.341027021408081 -1.7101306915283203 -1.9678494930267334 -5.1617207527160645 0.1543903350830078
ravdees,01-1-songs_ravdees_calm_156.wav,calm,4.971655328798186,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/calm/01-1-songs_ravdees_calm_156.wav,0.3072488307952881 0.0032933775801211596 1517.2791136309995 1429.9698771097371 2950.821314102564 0.1259765625 -647.243408203125 59.5271110534668 -6.015665054321289 17.76413917541504 -11.576689720153809 -16.19731330871582 -18.052396774291992 -7.32564115524292 -5.617333889007568 -7.243181228637695 -7.161617755889893 -2.5388364791870117 -10.454099655151367 -1.0068107843399048 -11.300803184509277 -4.22426176071167 -6.983487606048584 -7.949578762054443 -6.997213363647461 -5.222726821899414
ravdees,01-1-songs_ravdees_sad_36.wav,sad,4.738095238095238,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/sad/01-1-songs_ravdees_sad_36.wav,0.3844141364097595 0.0061706313863396645 1902.153608818101 1761.9012780148014 3934.3015939597317 0.2109375 -585.4334716796875 50.28125762939453 -11.442266464233398 17.648910522460938 -10.496638298034668 -6.673788070678711 -9.626633644104004 -17.1862735748291 -14.211779594421387 5.545823097229004 -15.949825286865234 6.060935974121094 -7.150947093963623 -2.0088376998901367 3.235196352005005 -5.098286151885986 -1.3566772937774658 0.7152801156044006 -9.951754570007324 -0.6245084404945374
ravdees,01-2-speech_ravdees_surprised_47.wav,surprised,3.2365986394557824,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/surprised/01-2-speech_ravdees_surprised_47.wav,0.5212931632995605 0.005519976373761892 1717.8016111311447 1742.3168733956315 3515.1654411764707 0.16864372702205882 -591.5309448242188 65.47833251953125 4.49569034576416 16.722179412841797 -2.7680039405822754 3.5853896141052246 -9.969487190246582 -2.0177860260009766 -2.109525203704834 1.0092296600341797 -7.890744686126709 6.924149990081787 -2.592602014541626 6.792588233947754 -0.9245446920394897 -0.05750038102269173 0.9181327819824219 1.3271585702896118 -1.7273060083389282 -1.9920958280563354
ravdees,01-1-songs_ravdees_angry_44.wav,angry,4.571292517006802,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/angry/01-1-songs_ravdees_angry_44.wav,0.400979220867157 0.0637722760438919 2427.105809856714 1836.205011420397 4571.7875874125875 0.21002239947552448 -344.5805358886719 19.766094207763672 -29.12791633605957 6.509625434875488 -23.579973220825195 -10.150632858276367 -15.53250503540039 -19.0074462890625 -7.760210990905762 -9.94355297088623 -15.803123474121094 -2.7711470127105713 -11.991095542907715 0.17612425982952118 -11.451597213745117 5.002342224121094 9.320416450500488 15.10448169708252 12.919971466064453 12.874763488769531
emodb,0_emodb_happy_61.wav,happy,2.012471655328798,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/happy/0_emodb_happy_61.wav,0.27718013525009155 0.10104251652956009 2085.5224211739974 1818.7290113965394 3998.8839285714284 0.17047991071428573 -232.20986938476562 43.74524688720703 -0.7575677633285522 12.519455909729004 -9.16909408569336 -12.8336820602417 -8.776517868041992 -16.008821487426758 -18.232297897338867 -2.226923942565918 -9.283475875854492 -12.196301460266113 -0.5882747769355774 -3.0619945526123047 -7.6465253829956055 9.300264358520508 -1.938088059425354 14.222609519958496 9.824714660644531 10.932371139526367
ravdees,01-2-speech_ravdees_angry_59.wav,angry,3.803854875283447,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/angry/01-2-speech_ravdees_angry_59.wav,0.5145605802536011 0.03154706582427025 2479.3464071943704 1880.4307858164193 4762.145483193277 0.21840943408613445 -422.79296875 34.59254837036133 -18.028566360473633 17.20462417602539 -3.041673183441162 0.5028436779975891 -4.199305057525635 -14.049942016601562 -1.267763614654541 -1.4090359210968018 -8.118654251098633 7.224334239959717 -9.067749977111816 1.2920199632644653 -3.793041944503784 -0.8036088943481445 -3.3997509479522705 -1.7242635488510132 -2.608654022216797 1.4973435401916504
ravdees,01-2-speech_ravdees_angry_112.wav,angry,3.6370068027210882,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/angry/01-2-speech_ravdees_angry_112.wav,0.49137428402900696 0.00965414009988308 1936.4155951736188 1798.2242206463338 3952.097039473684 0.19597210800438597 -517.7769775390625 49.77735137939453 -8.549519538879395 18.033870697021484 -2.1084272861480713 -0.925169050693512 2.660712480545044 -4.652606964111328 -1.584477424621582 1.4816091060638428 -0.9795209169387817 0.4085158705711365 -0.9147725701332092 3.677492141723633 -0.8901841640472412 0.25707608461380005 -1.2105817794799805 1.3624467849731445 -2.748692274093628 1.8258213996887207
ravdees,01-2-speech_ravdees_sad_70.wav,sad,3.3700680272108845,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/sad/01-2-speech_ravdees_sad_70.wav,0.4802596867084503 0.002553201513364911 2463.7193680400674 1935.1052995317948 4742.040094339623 0.3641426518278302 -679.3905029296875 40.16195297241211 -1.396801471710205 9.116487503051758 -10.493334770202637 -1.7408440113067627 -13.214860916137695 -10.47751522064209 -10.30130386352539 -2.768721103668213 -9.956482887268066 -4.492297172546387 -3.671898603439331 -4.619354724884033 -6.321822643280029 -1.147465705871582 -4.969173908233643 -1.6560739278793335 -3.008300542831421 0.003996844403445721
emodb,0_emodb_bored_37.wav,bored,4.525850340136055,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/bored/0_emodb_bored_37.wav,0.29271212220191956 0.1559135466814041 1469.257547907587 1557.0163995203582 2672.8653169014083 0.0892729423415493 -193.8980712890625 95.65056610107422 10.283438682556152 6.263110160827637 0.14817208051681519 9.104284286499023 -6.974320411682129 -1.7972869873046875 -11.960286140441895 -2.6603753566741943 -8.045771598815918 -6.831508159637451 2.78608775138855 1.1321778297424316 -17.066923141479492 3.1448097229003906 -10.329877853393555 -2.9414191246032715 -4.776885986328125 -0.46199604868888855
ravdees,01-1-songs_ravdees_sad_59.wav,sad,4.404444444444445,/Users/amrmkayid/Desktop/KayMo/datasets/kaymodb/sad/01-1-songs_ravdees_sad_59.wav,0.31801867485046387 0.009062567725777626 2138.416267745046 1563.469398060412 3854.223278985507 0.273338428442029 -591.0313110351562 17.44504737854004 -22.047006607055664 0.08348387479782104 -26.831674575805664 -6.587662220001221 -22.117042541503906 -12.016397476196289 -11.384832382202148 -8.284666061401367 -15.067244529724121 -9.049444198608398 -4.352891445159912 -7.624264240264893 -1.6781210899353027 2.2222399711608887 8.805322647094727 16.26427459716797 16.845720291137695 15.983380317687988
